BatchSampleTime,ProbabilityComplaints
4/12/17 13:09,0.015037555
4/12/17 16:53,0.015037555
4/12/17 16:53,0.015037555
4/20/17 14:22,0.015037555
4/20/17 16:30,0.015037555
4/21/17 20:32,0.015037555
4/24/17 10:00,0.048346262
4/24/17 14:35,0.015037555
4/24/17 16:20,0.048346262
4/24/17 23:26,0.048346262
4/25/17 17:00,0
4/25/17 19:57,0
4/26/17 13:07,0.048346262
4/26/17 21:33,0.048346262
4/27/17 13:08,0.048346262
5/1/17 13:24,0
5/1/17 23:13,0
5/2/17 23:34,0.015037555
5/3/17 19:28,0.048346262
5/3/17 23:08,0.048346262
5/4/17 12:14,0.048346262
5/4/17 16:22,0.048346262
5/4/17 23:53,0.048346262
5/5/17 13:08,0.048346262
5/11/17 13:21,0.048346262
5/12/17 11:21,0.048346262
5/12/17 14:55,0.048346262
5/13/17 10:00,0.048346262
5/13/17 13:50,0
5/15/17 10:00,0.048346262
5/15/17 13:10,0.048346262
5/16/17 17:00,0.048346262
5/16/17 18:48,0.048346262
5/17/17 10:44,0.048346262
5/17/17 13:59,0.048346262
5/17/17 15:53,0.048346262
5/18/17 10:37,0.048346262
5/18/17 13:01,0.048346262
5/18/17 22:02,0.048346262
5/19/17 15:39,0.048346262
5/19/17 20:08,0.048346262
5/19/17 23:33,0.048346262
5/20/17 15:04,0.048346262
5/20/17 21:10,0.015037555
5/20/17 23:32,0.048346262
5/22/17 15:22,0.048346262
5/22/17 18:47,0.048346262
5/22/17 18:47,0.048346262
5/23/17 15:40,0.048346262
5/23/17 23:23,0.015037555
5/25/17 22:40,0.048346262
5/26/17 19:30,0.048346262
5/26/17 15:38,0.048346262
5/30/17 15:11,0.048346262
5/31/17 12:18,0.015037555
5/31/17 15:03,0.015037555
5/31/17 23:51,0.015037555
6/1/17 13:02,0.546031746
6/4/17 22:10,0.048346262
6/4/17 12:15,0.015037555
6/4/17 15:19,0.015037555
6/4/17 22:22,0.015037555
6/5/17 11:01,0.015037555
6/5/17 14:55,0.015037555
6/5/17 18:01,0.015037555
6/5/17 11:36,0.048346262
6/6/17 23:22,0.015037555
6/6/17 10:00,0.015037555
6/7/17 13:06,0.546031746
6/7/17 15:42,0.546031746
6/7/17 19:14,0.048346262
6/8/17 15:47,0.015037555
6/9/17 14:00,0.048346262
6/10/17 18:27,0.048346262
6/11/17 21:20,0.048346262
6/12/17 13:16,0.048346262
6/13/17 13:00,0.048346262
6/13/17 20:25,0.048346262
6/13/17 23:33,0.015037555
6/14/17 18:32,0.048346262
6/15/17 14:30,0.048346262
6/15/17 16:41,0.048346262
6/16/17 16:45,0.048346262
6/19/17 13:05,0.048346262
6/20/17 13:06,0.048346262
6/20/17 23:31,0.048346262
6/21/17 21:35,0.048346262
6/22/17 13:04,0.048346262
6/23/17 17:11,0.015037555
6/24/17 10:50,0.048346262
6/23/17 23:16,0.048346262
6/24/17 15:35,0.048346262
6/26/17 13:24,0.048346262
6/26/17 18:01,0.048346262
6/27/17 15:06,0
6/28/17 10:44,0
6/28/17 15:53,0.048346262
6/28/17 23:17,0.048346262
6/29/17 11:44,0.048346262
6/29/17 13:37,0.048346262
7/3/17 13:10,0.048346262
7/3/17 23:15,0.048346262
7/5/17 14:50,0.015037555
7/6/17 20:00,0
7/6/17 14:57,0.048346262
7/6/17 21:42,0
7/6/17 23:25,0
7/7/17 13:21,0.048346262
7/7/17 23:32,0.048346262
7/8/17 13:00,0.048346262
7/8/17 23:04,0.048346262
7/10/17 11:02,0
7/10/17 13:04,0
7/10/17 23:46,0.048346262
7/11/17 14:17,0.048346262
9/27/13 14:02,0
9/27/13 17:03,0
9/27/13 17:03,0
10/1/13 15:15,0
10/1/13 16:06,0.038203647
10/1/13 20:01,0
10/2/13 16:42,0
10/2/13 19:07,0
10/2/13 23:41,0
10/3/13 15:14,0
10/3/13 16:22,0
10/4/13 15:17,0.038203647
10/4/13 16:10,0.038203647
10/21/13 11:55,0
10/21/13 17:56,0.038203647
10/21/13 23:21,0.038203647
10/22/13 14:09,0
10/22/13 17:24,0
10/28/13 15:18,0
10/28/13 23:03,0
10/29/13 14:23,0
10/29/13 23:30,0
10/30/13 16:14,0
10/30/13 23:01,0
10/31/13 14:55,0
10/31/13 19:17,0.23249125
11/4/13 10:31,0
11/4/13 17:56,0.025844639
11/5/13 15:02,0.038203647
11/6/13 15:46,0.025844639
11/7/13 15:35,0.038203647
11/7/13 23:03,0
11/11/13 11:01,0
11/11/13 15:15,0
11/11/13 17:02,0
11/12/13 15:08,0
11/12/13 16:57,0
11/12/13 23:51,0.038203647
11/13/13 11:39,0
11/13/13 16:40,0
11/14/13 12:33,0
11/14/13 16:13,0.025844639
11/18/13 13:28,0.038203647
11/18/13 23:02,0
11/19/13 15:28,0
11/19/13 23:30,0
11/20/13 15:29,0
9/17/13 10:40,0.025844639
9/22/13 17:30,0
9/23/13 15:00,0
9/18/13 14:03,0
9/18/13 21:31,0
9/17/13 10:40,0.025844639
9/22/13 17:30,0
9/23/13 15:00,0
9/19/13 17:54,0
11/25/13 16:33,0
9/28/13 10:22,0
11/25/13 23:42,0
11/26/13 10:36,0.025844639
11/26/13 15:12,0
11/26/13 20:07,0.038203647
11/26/13 23:03,0
11/27/13 14:55,0.038203647
12/2/13 15:13,0
12/2/13 22:51,0
12/3/13 18:04,0
12/3/13 22:08,0
12/11/13 14:59,0
12/12/13 18:55,0
12/17/13 19:32,0
12/18/13 17:11,0
12/19/13 16:04,0
12/20/13 16:38,0
12/21/13 23:48,0.025844639
12/23/13 13:41,0
12/23/13 15:11,0
12/27/13 13:03,0
12/27/13 18:16,0
12/28/13 23:05,0.038203647
12/29/13 17:18,0.23249125
12/30/13 19:39,0.23249125
1/13/14 15:21,0.23249125
1/13/14 21:36,0
1/14/14 21:37,0
1/15/14 17:45,0
1/16/14 14:37,0
1/16/14 21:12,0
1/17/14 15:24,0
1/18/14 15:03,0
1/18/14 23:42,0.038203647
1/23/14 14:26,0
1/24/14 14:04,0
2/4/14 16:55,0
2/5/14 10:24,0
2/6/14 13:12,0.038203647
2/6/14 15:58,0.025844639
2/6/14 21:51,0
2/17/14 23:23,0.038203647
2/18/14 10:23,0.038203647
2/19/14 13:23,0
2/19/14 23:14,0
2/20/14 12:34,0
2/20/14 23:05,0.038203647
2/26/14 23:32,0
2/27/14 12:16,0
3/1/14 15:07,0.038203647
3/9/14 18:22,0
3/14/14 15:53,0
3/21/14 20:53,0
3/24/14 17:54,0.025844639
4/3/14 15:06,0
4/4/14 15:39,0
4/9/14 17:12,0.025844639
4/10/14 12:17,0
4/22/14 14:48,0.025844639
4/23/14 10:24,0
4/23/14 15:20,0.025844639
4/24/14 12:09,0
4/25/14 16:16,0
4/26/14 23:02,0.025844639
4/27/14 23:57,0
4/28/14 18:06,0.23249125
5/6/14 17:17,0
5/7/14 20:56,0
5/8/14 11:19,0.23249125
5/8/14 15:56,0
5/8/14 17:24,0.23249125
6/4/14 14:59,0.038203647
6/16/14 16:39,0
7/2/14 14:22,0
7/2/14 16:36,0
7/2/14 18:38,0
7/10/14 10:08,0
7/10/14 16:53,0
7/11/14 11:37,0
7/11/14 17:46,0.038203647
7/21/14 23:36,0
7/22/14 15:14,0
8/6/14 18:00,0.025844639
8/13/14 19:18,0
8/14/14 19:36,0
8/22/14 13:42,0.038203647
8/22/14 21:25,0.038203647
8/23/14 13:00,0
8/25/14 19:57,0
8/27/14 23:23,0.025844639
9/8/14 11:12,0
9/9/14 17:28,0.038203647
9/19/14 17:07,0
9/22/14 18:38,0
9/25/14 23:11,0
9/26/14 16:51,0
9/26/14 23:30,0
10/2/14 17:39,0.038203647
10/3/14 15:30,0
10/3/14 21:26,0
10/6/14 12:36,0.23249125
10/16/14 23:14,0
10/18/14 13:23,0
10/18/14 23:08,0
10/23/14 13:24,0
10/23/14 17:12,0
10/27/14 14:49,0
10/28/14 15:10,0.025844639
11/10/14 14:50,0.23249125
11/11/14 12:20,0
11/11/14 22:06,0.025844639
11/25/14 16:12,0
12/1/14 11:50,0.025844639
12/26/14 10:41,0.025844639
1/5/15 13:25,0
1/15/15 17:53,0.038203647
1/15/15 22:49,0
1/16/15 18:52,0.038203647
1/20/15 12:48,0
1/21/15 13:15,0.038203647
2/6/15 10:37,0
2/6/15 18:48,0
2/7/15 14:09,0
2/9/15 16:47,0
2/20/15 19:14,0.038203647
2/21/15 14:32,0
2/24/15 14:02,0
3/6/15 11:05,0
3/6/15 19:12,0
3/9/15 10:53,0
3/9/15 17:08,0.025844639
3/10/15 13:37,0.025844639
3/10/15 20:12,0.025844639
3/11/15 10:30,0
3/18/15 23:10,0
3/19/15 13:32,0.025844639
3/20/15 12:25,0.025844639
3/20/15 18:54,0
3/23/15 12:37,0
3/23/15 18:41,0
3/31/15 11:24,0.038203647
4/1/15 21:01,0.025844639
4/9/15 20:55,0
4/10/15 13:16,0
4/10/15 19:07,0
5/1/15 10:58,0.025844639
5/1/15 20:56,0
5/12/15 15:00,0.025844639
5/18/15 10:14,0
5/18/15 14:41,0
5/20/15 20:56,0
5/21/15 11:48,0
6/5/15 10:19,0
6/5/15 17:45,0
6/17/15 10:55,0.025844639
6/17/15 17:32,0
7/10/15 23:03,0
7/17/15 18:45,0
7/20/15 12:00,0.038203647
7/23/15 10:56,0.025844639
7/30/15 18:19,0
8/4/15 14:52,0.23249125
8/4/15 23:04,0
8/11/15 19:57,0.23249125
8/12/15 12:37,0.025844639
8/20/15 18:01,0.23249125
8/26/15 12:42,0.038203647
9/2/15 20:27,0
9/14/15 20:17,0
9/15/15 11:34,0.23249125
9/24/15 17:17,0
9/25/15 11:33,0.025844639
10/6/15 15:31,0.025844639
10/7/15 10:56,0.025844639
10/21/15 14:50,0.038203647
11/3/15 11:14,0
11/3/15 23:04,0.025844639
11/11/15 14:56,0
11/11/15 22:54,0.23249125
11/12/15 16:05,0
12/1/15 23:37,0.038203647
12/2/15 13:49,0
12/2/15 17:57,0.025844639
12/11/15 15:09,0.025844639
12/14/15 12:49,0.025844639
12/14/15 16:46,0.23249125
12/22/15 21:04,0
12/30/15 20:54,0.025844639
1/4/16 11:11,0.23249125
1/4/16 20:20,0
1/13/16 13:09,0.025844639
1/13/16 23:08,0
1/14/16 18:55,0.038203647
1/27/16 14:24,0
2/4/16 10:10,0.016545799
2/4/16 13:39,0
2/4/16 14:44,0.016545799
2/4/16 14:50,0.016545799
2/10/16 12:10,0
2/10/16 15:41,0.016545799
2/10/16 17:40,0.016545799
2/10/16 18:19,0.025844639
2/10/16 21:07,0.016545799
2/10/16 23:52,0.016545799
2/29/16 10:20,0.016545799
2/29/16 11:33,0.016545799
2/29/16 13:03,0.016545799
2/29/16 15:15,0.016545799
2/29/16 16:31,0.016545799
2/29/16 20:46,0
2/29/16 22:21,0.016545799
2/29/16 23:11,0.016545799
3/1/16 10:00,0.016545799
3/9/16 10:48,0.23249125
3/9/16 14:35,0.025844639
3/9/16 15:27,0.016545799
3/9/16 17:27,0.016545799
3/9/16 19:13,0.016545799
3/17/16 19:33,0
3/17/16 23:34,0.016545799
3/18/16 11:45,0.025844639
3/18/16 12:58,0.016545799
3/30/16 14:30,0.038203647
3/30/16 15:10,0.016545799
3/30/16 23:28,0.016545799
3/31/16 11:01,0.025844639
3/30/16 17:00,0.016545799
3/30/16 19:06,0.016545799
3/30/16 22:50,0.016545799
3/31/16 10:51,0.016545799
3/31/16 14:07,0.016545799
4/13/16 10:24,0.016545799
4/13/16 12:35,0.016545799
4/13/16 13:16,0.016545799
4/13/16 13:21,0.016545799
4/13/16 18:56,0.016545799
4/13/16 22:07,0.016545799
4/13/16 23:09,0.016545799
4/13/16 23:33,0.016545799
5/2/16 15:03,0
5/2/16 17:21,0.016545799
5/2/16 18:28,0.016545799
5/2/16 19:05,0.016545799
5/2/16 20:37,0.016545799
5/2/16 21:00,0.016545799
5/2/16 21:39,0.23249125
5/17/16 10:47,0.016545799
5/17/16 12:17,0.016545799
5/17/16 13:19,0.016545799
5/17/16 14:33,0.016545799
5/17/16 15:20,0.038203647
6/1/16 13:22,0.025844639
6/1/16 11:40,0.016545799
6/1/16 13:10,0.016545799
6/1/16 14:27,0.016545799
6/1/16 15:32,0.016545799
6/1/16 16:54,0.016545799
6/1/16 17:11,0.016545799
6/1/16 18:11,0.016545799
6/1/16 19:05,0.016545799
6/1/16 22:01,0.016545799
6/2/16 10:07,0.016545799
6/2/16 12:02,0.016545799
6/2/16 14:45,0.016545799
6/2/16 16:16,0.016545799
6/29/16 14:34,0
7/14/16 15:25,0.016545799
7/14/16 16:41,0.23249125
7/14/16 16:49,0.016545799
8/2/16 11:11,0.23249125
8/2/16 12:08,0.016545799
8/2/16 13:23,0.016545799
8/2/16 13:54,0.016545799
8/2/16 14:46,0.016545799
8/2/16 15:39,0.016545799
8/2/16 16:34,0.016545799
8/2/16 17:52,0.016545799
8/2/16 18:41,0
8/2/16 20:53,0.016545799
8/2/16 21:54,0.016545799
8/2/16 23:12,0.016545799
8/10/16 21:07,0.025844639
8/10/16 17:45,0.016545799
8/10/16 22:10,0.016545799
8/10/16 23:27,0.016545799
8/11/16 10:27,0.016545799
8/11/16 11:15,0.016545799
9/2/16 12:26,0
9/2/16 14:07,0
9/2/16 16:00,0
9/15/16 13:24,0
9/15/16 14:27,0
9/15/16 15:39,0
9/15/16 16:46,0
9/15/16 17:37,0
9/15/16 20:01,0
9/15/16 20:58,0
9/15/16 22:04,0
9/15/16 23:06,0
11/17/10 15:23,0.029067159
11/17/10 15:32,0.029067159
11/17/10 23:34,0.025118538
11/19/10 13:13,0
11/22/10 14:06,0.029067159
11/23/10 14:42,0.029067159
11/23/10 21:05,0.029067159
11/30/10 14:18,0.018786809
11/30/10 21:47,0
11/30/10 22:01,0.027777975
12/1/10 19:20,0.041818749
12/1/10 23:34,0
11/29/10 14:30,0.025118538
11/29/10 16:34,0.025118538
11/29/10 16:37,0.025118538
12/2/10 10:19,0.029067159
11/23/10 18:02,0.025118538
12/2/10 15:13,0
12/2/10 16:03,0.029067159
12/2/10 21:52,0.018786809
12/2/10 22:04,0.027777975
11/23/10 22:48,0.041818749
11/24/10 11:53,0.027777975
11/24/10 11:52,0.027777975
12/1/10 23:56,0
11/30/10 22:49,0.018786809
12/6/10 19:54,0.041818749
12/6/10 20:12,0.018786809
12/6/10 23:26,0.025118538
12/6/10 23:32,0.018786809
12/7/10 10:07,0.025118538
12/7/10 15:09,0.041818749
12/7/10 20:03,0.025118538
12/7/10 23:21,0.018786809
12/8/10 13:27,0.041818749
12/8/10 18:42,0.041818749
12/8/10 23:34,0.041818749
12/9/10 15:20,0.041818749
12/9/10 20:07,0
12/9/10 23:30,0.029067159
12/14/10 15:57,0.025118538
12/14/10 18:41,0
12/14/10 23:17,0.018786809
12/15/10 15:36,0.025118538
12/15/10 20:25,0.041818749
12/16/10 23:52,0.041818749
12/17/10 15:22,0.025118538
12/20/10 10:13,0.025118538
12/20/10 15:38,0.041818749
12/20/10 21:05,0.041818749
12/20/10 23:05,0.041818749
12/28/10 19:01,0.025118538
12/29/10 11:27,0.018786809
12/29/10 11:42,0.018786809
12/29/10 14:25,0.018786809
12/29/10 15:40,0.018786809
12/29/10 23:23,0
12/29/10 23:29,0.027777975
1/4/11 16:48,0
1/4/11 19:14,0.041818749
1/7/11 16:36,0.027777975
1/7/11 11:44,0.027777975
1/7/11 11:59,0.018786809
1/7/11 15:31,0.001438849
1/7/11 15:09,0.027777975
1/7/11 23:33,0.025118538
1/10/11 13:17,0.025118538
1/10/11 13:17,0.025118538
1/10/11 23:19,0.041818749
1/12/11 11:37,0.027777975
1/12/11 14:54,0.018786809
1/12/11 17:51,0.027777975
1/12/11 21:05,0
1/19/11 23:37,0.018786809
1/19/11 23:46,0.025118538
1/20/11 15:03,0.027777975
1/20/11 23:27,0.027777975
1/21/11 10:06,0.027777975
1/21/11 20:06,0.108033295
1/21/11 13:06,0.108033295
1/21/11 13:18,0.122824579
1/21/11 23:01,0.108033295
1/22/10 17:50,0.122824579
1/22/11 20:38,0.067960961
1/22/11 21:55,0.067960961
1/25/11 11:17,0
1/25/11 17:08,0
1/25/11 17:13,0
1/25/11 23:10,0
1/25/11 23:33,0
1/26/11 15:36,0
1/26/11 15:46,0
1/27/11 19:28,0.108033295
1/27/11 23:42,0.108033295
1/28/11 21:00,0.027777975
2/2/11 17:43,0.018786809
2/2/11 21:23,0.018786809
2/2/11 23:33,0.027777975
2/3/11 15:47,0.025118538
2/3/11 19:14,0.025118538
2/3/11 21:52,0.018786809
2/4/11 15:52,0.108033295
2/4/11 13:04,0.122824579
2/7/11 16:47,0.025118538
2/7/11 17:04,0.025118538
2/7/11 23:30,0.018786809
2/7/11 23:42,0.018786809
2/8/11 17:38,0.025118538
2/8/11 16:38,0.025118538
2/8/11 23:27,0.018786809
2/9/11 11:22,0.018786809
2/9/11 15:36,0.027777975
2/9/11 18:12,0.018786809
2/9/11 18:26,0.018786809
2/9/11 21:35,0.027777975
2/9/11 21:56,0.027777975
2/10/11 11:25,0.018786809
2/10/11 15:47,0.025118538
2/10/11 17:38,0.018786809
2/10/11 19:41,0.041818749
2/10/11 21:36,0.018786809
2/11/11 15:36,0.027777975
2/11/11 21:58,0.025118538
2/11/11 23:09,0.122824579
2/14/11 19:05,0.025118538
2/22/11 15:36,0.018786809
2/22/11 18:19,0.018786809
2/22/11 21:49,0.025118538
2/22/11 23:41,0.025118538
3/1/11 13:39,0.018786809
3/2/11 13:38,0.018786809
3/3/11 15:00,0.027777975
3/5/11 15:32,0.018786809
3/5/11 18:36,0.018786809
3/6/11 21:48,0.018786809
3/5/11 23:21,0.025118538
3/6/11 15:51,0.018786809
3/6/11 18:14,0.018786809
3/6/11 20:00,0.018786809
3/8/11 14:38,0.025118538
3/8/11 14:59,0.018786809
3/9/11 21:03,0.018786809
3/9/11 21:14,0.027777975
3/9/11 16:15,0.018786809
3/9/11 21:40,0.018786809
3/10/11 16:05,0.018786809
3/11/11 11:16,0.018786809
3/11/11 11:31,0.018786809
3/11/11 14:13,0.027777975
3/11/11 14:30,0.018786809
3/23/11 17:02,0.041818749
3/23/11 19:37,0.041818749
3/24/11 17:29,0.041818749
3/24/11 21:14,0.041818749
3/24/11 22:51,0.025118538
3/29/11 10:18,0.025118538
3/29/11 13:05,0.041818749
3/29/11 14:59,0.025118538
3/29/11 15:10,0.025118538
3/30/11 16:13,0.025118538
3/30/11 12:55,0.041818749
3/30/11 16:24,0.025118538
3/30/11 21:29,0.018786809
4/5/11 20:28,0.097470402
4/5/11 21:32,0.018786809
4/5/11 23:05,0.041818749
4/6/11 15:27,0.041818749
4/6/11 16:11,0.025118538
4/6/11 17:50,0.025118538
4/6/11 19:18,0.041818749
4/8/11 12:20,0
4/8/11 15:08,0.025118538
4/8/11 15:27,0.041818749
4/8/11 18:27,0.025118538
4/8/11 18:36,0.025118538
4/11/11 14:22,0.025118538
4/11/11 21:33,0.025118538
4/12/11 13:38,0.025118538
4/12/11 14:01,0.025118538
4/12/11 17:42,0.025118538
4/12/11 17:55,0.041818749
4/14/11 19:00,0.025118538
4/14/11 13:27,0.018786809
4/14/11 15:47,0.025118538
4/14/11 17:04,0.025118538
4/14/11 16:03,0.025118538
4/14/11 18:25,0.025118538
4/14/11 20:17,0.025118538
4/14/11 21:44,0.025118538
4/14/11 23:04,0.025118538
4/14/11 21:53,0.025118538
4/14/11 23:18,0.025118538
4/15/11 13:04,0.025118538
4/15/11 13:33,0.041818749
4/15/11 15:13,0.025118538
4/15/11 17:07,0.025118538
4/12/11 12:47,0
4/18/11 13:26,0.018786809
4/18/11 21:27,0
4/19/11 15:27,0.025118538
4/19/11 17:08,0.025118538
4/19/11 21:05,0.018786809
4/20/11 10:00,0.025118538
4/20/11 18:15,0.018786809
4/20/11 18:16,0.025118538
4/25/11 13:13,0.018786809
4/25/11 14:23,0.018786809
4/25/11 16:06,0
4/26/11 18:19,0
4/26/11 22:40,0.041818749
4/27/11 17:00,0.041818749
4/27/11 10:22,0
4/27/11 10:54,0.018786809
4/27/11 14:12,0.041818749
4/27/11 15:55,0.025118538
4/27/11 13:02,0.025118538
4/27/11 14:07,0.041818749
4/27/11 10:19,0.025118538
4/28/11 12:32,0
4/28/11 13:52,0
4/29/11 13:32,0.025118538
4/29/11 14:20,0
4/29/11 15:51,0.025118538
5/3/11 18:14,0.018786809
5/3/11 18:24,0.025118538
5/4/11 13:24,0.041818749
5/4/11 16:22,0
5/5/11 21:14,0.025118538
5/6/11 16:15,0
5/9/11 10:37,0
5/10/11 18:00,0.029067159
5/11/10 14:00,0.07864834
5/10/11 21:50,0.029067159
5/11/11 16:24,0.041818749
5/11/11 22:43,0.025118538
5/12/11 13:01,0.097470402
5/12/11 13:24,0.029067159
5/12/11 17:12,0.041818749
5/16/11 17:28,0.041818749
5/16/11 22:37,0.041818749
5/17/11 15:41,0.025118538
5/17/11 15:50,0.041818749
5/17/11 17:40,0.041818749
5/17/11 21:16,0.041818749
5/17/11 23:30,0.041818749
5/18/11 14:00,0.029067159
5/18/11 10:09,0.097470402
5/18/11 10:14,0.097470402
5/18/11 15:31,0.041818749
5/19/11 10:37,0.07864834
5/19/11 11:29,0.029067159
5/19/11 12:42,0.029067159
5/19/11 15:47,0.029067159
5/19/11 17:26,0.029067159
5/19/11 23:26,0.029067159
5/23/11 15:44,0.041818749
5/23/11 17:13,0.041818749
5/24/11 10:50,0.018786809
5/24/11 14:23,0.041818749
5/24/11 16:57,0.041818749
5/24/11 15:36,0.025118538
5/24/11 16:27,0.041818749
5/25/11 16:00,0.041818749
5/25/11 11:04,0.097470402
5/25/11 17:37,0.097470402
5/26/11 15:57,0.025118538
5/26/11 17:23,0.041818749
5/26/11 18:29,0.029067159
5/26/11 19:12,0.041818749
5/26/11 22:51,0.041818749
5/26/11 22:45,0.041818749
5/31/11 16:11,0.041818749
5/31/11 22:38,0.041818749
6/1/11 13:26,0.041818749
6/1/11 14:55,0.041818749
6/1/11 16:50,0.041818749
6/1/11 16:59,0.029067159
6/1/11 21:52,0.041818749
6/1/11 21:55,0.041818749
6/2/11 10:04,0.041818749
6/2/11 16:12,0.041818749
6/2/11 17:29,0.041818749
6/12/11 16:46,0.111701701
6/2/11 17:26,0.097470402
6/3/11 10:00,0.122824579
6/3/11 19:00,0.041818749
6/3/11 18:10,0.025118538
6/3/11 19:38,0.025118538
6/3/11 21:13,0.122824579
6/3/11 21:18,0.122824579
6/7/11 14:05,0.041818749
6/7/11 14:09,0.041818749
6/7/11 15:30,0.041818749
6/7/11 15:35,0.111701701
6/7/11 22:01,0.041818749
6/7/11 22:38,0.041818749
6/7/11 21:49,0.041818749
6/7/11 22:06,0.041818749
6/8/11 15:16,0.122824579
6/8/11 15:28,0.025118538
6/8/11 15:38,0.041818749
6/8/11 17:39,0.041818749
6/9/11 15:43,0.041818749
6/9/11 17:01,0.041818749
6/9/11 23:09,0.025118538
6/15/11 13:24,0.041818749
6/15/11 14:17,0.025118538
6/15/11 13:39,0.025118538
6/15/11 14:29,0.025118538
6/16/11 13:01,0.041818749
6/16/11 14:39,0.041818749
6/16/11 13:22,0.041818749
6/16/11 15:51,0.041818749
6/15/11 22:25,0.041818749
6/16/11 10:00,0.041818749
6/16/11 21:30,0.041818749
6/16/11 22:59,0.041818749
6/21/11 10:07,0.041818749
6/21/11 11:37,0.041818749
6/21/11 13:17,0.025118538
6/21/11 14:31,0.025118538
6/21/11 13:03,0.122824579
6/21/11 22:00,0.025118538
6/21/11 23:12,0.025118538
6/22/11 13:06,0.041818749
6/22/11 14:22,0.041818749
6/22/11 22:06,0.025118538
6/22/11 23:59,0.018786809
6/23/11 16:28,0.025118538
6/23/11 17:45,0.025118538
6/23/11 21:09,0.025118538
6/23/11 23:33,0.025118538
6/28/11 17:52,0
6/28/11 18:56,0.027777975
6/28/11 21:21,0.025118538
6/28/11 23:48,0.025118538
6/29/11 11:22,0.018786809
6/29/11 17:56,0.041818749
6/29/11 18:53,0.041818749
7/5/11 14:15,0.025118538
7/5/11 16:00,0.025118538
7/6/11 23:55,0.041818749
7/7/11 16:55,0.025118538
7/8/11 13:44,0.025118538
7/8/11 13:56,0.041818749
7/9/11 15:00,0.025118538
7/11/11 16:24,0.025118538
7/11/12 21:28,0.025118538
7/12/11 10:11,0.025118538
7/12/11 15:10,0
7/13/11 18:04,0.025118538
7/13/11 23:55,0.025118538
7/14/11 20:00,0.025118538
7/13/11 23:30,0.025118538
7/14/11 13:11,0.018786809
7/14/11 15:56,0.018786809
7/14/11 16:28,0.025118538
7/14/11 16:38,0.025118538
7/15/11 18:20,0.025118538
7/19/11 17:32,0.018786809
7/19/11 21:16,0.025118538
7/20/11 14:49,0.018786809
7/21/11 15:30,0.018786809
7/21/11 21:29,0.018786809
7/22/11 16:55,0.018786809
7/22/11 21:37,0.027777975
7/25/11 13:29,0.025118538
7/25/11 22:21,0.025118538
7/26/11 13:39,0
7/26/11 16:13,0.025118538
7/26/11 18:33,0.027777975
7/26/11 21:15,0.018786809
7/27/11 21:24,0.018786809
7/20/11 21:40,0.018786809
7/20/11 21:55,0.025118538
7/20/11 23:48,0.018786809
7/27/11 14:29,0.018786809
7/27/11 22:32,0.025118538
7/27/11 23:22,0
7/28/11 14:57,0.018786809
7/28/11 15:27,0.067960961
7/28/11 23:02,0.025118538
7/28/11 23:07,0.018786809
8/1/11 13:45,0.025118538
8/1/11 14:18,0.018786809
